"date","ET0","RAD","TMX","TMA","TMN","HMX","HMN","PRE","WIN"
2005-08-20,1.67,14.22,10.76,6.44,2.48,86.73,45.53,1.64,0.92
2005-08-27,1.33,11.13,8.26,4.04,0.45,76.47,39.97,1.96,1.18
2005-09-03,1.38,15.81,7.15,2.19,-1.98,80.38,33.18,0.9,1.02
2005-09-10,1.31,12.3,7.23,2.23,-1.38,82.65,41.91,2.84,0.99
2005-09-17,0.89,5.72,5.16,1.94,-0.53,87.27,58.57,3.36,0.77
2005-09-24,1.66,13.14,11.58,6.89,3.33,86.31,43.25,1.48,0.78
2005-10-01,1.6,12.78,9.75,5.35,1.26,89.24,52.12,3.45,0.82
2005-10-08,1.45,12.08,9.55,5.38,2.17,88.96,46.42,1.11,0.78
2005-10-15,1.34,8.29,6.93,2.87,-0.35,88.02,54.3,3.16,0.87
2005-10-22,1.53,10.59,9.52,5.13,1.47,88.32,46.13,3.41,0.84
2005-10-29,1.31,7.16,6.17,2.58,-0.46,90.69,64.73,4.55,0.6
2005-11-05,1.7,16.78,11.19,5.01,0.99,86.54,36.19,2.28,0.82
2005-11-12,1.67,14.5,10.93,6.17,2.24,85.62,41.26,1.9,0.83
2005-11-19,1.7,14.76,12.55,7.44,3.71,86.89,44.04,0.01,0.81
2005-11-26,1.75,14.39,12.79,7.59,3.41,79.92,33.37,0.19,0.71
2005-12-03,1.7,13.56,12.63,7.27,3.53,79.04,39.53,2.7,0.74
2005-12-10,1.6,14.37,9.22,3.81,-0.01,84.99,33.41,0.01,0.79
2005-12-17,1.49,13.62,3.78,-1.61,-6.36,75.26,28.84,1.68,1.35
2005-12-24,1.5,13.02,5.55,-0.12,-4.45,94.3,44.71,3.09,0.73
2005-12-31,1.54,12.18,7.08,2.03,-1.73,90.59,45.39,4.04,0.69
2006-01-07,1.68,13.43,11.42,5.55,1.03,90.47,37.35,2.65,1.48
2006-01-14,1.55,13.19,7.37,2.54,-1.77,77.81,30.72,2.17,1.29
2006-01-21,1.48,12.23,3.41,-0.46,-4.04,94.48,58.25,3.04,0.96
2006-01-28,1.55,14.15,5.95,-0.8,-5.91,99.55,43.04,2.13,1.07
2006-02-04,1.55,12.25,7.55,3.75,0.63,91.69,53.51,2.78,0.92
2006-02-11,1.6,13.81,9.2,3.35,-0.55,70.96,27.87,1,0.85
2006-02-18,1.6,14.03,9.85,4.18,-0.32,78.31,31.43,0.66,0.97
2006-02-25,1.53,12.68,7.14,2.46,-1.17,80.42,42.09,3.69,0.89
2006-03-04,1.77,15.82,14.84,8.63,4.89,73.08,31.49,0.73,0.65
2006-03-11,1.53,14.86,7.24,2.68,-1.52,69.69,31.52,0.42,1.08
2006-03-18,1.51,12.09,7.94,3.93,0.6,86.66,44.76,3.51,0.75
2006-03-25,1.39,7.45,6.73,4.01,1.73,103.62,75.23,4.15,0.62
2006-04-01,1.4,13.81,5.58,0.05,-4.42,90.41,40.56,1.73,0.97
2006-04-08,1.45,12.09,6.01,0.58,-4.71,89.14,40.85,3.09,1.1
2006-04-15,1.31,13.57,5.29,0.05,-3.8,90.56,46.51,2.51,0.89
2006-04-22,1.59,13.54,10.31,5.06,1.63,99.72,46.19,1.89,0.71
2006-04-29,1.72,12.91,11.34,6.49,2.51,91.13,42.81,3.18,0.95
2006-05-06,1.45,12.16,7.98,3.44,-0.68,90.27,45.3,2.79,0.76
2006-05-13,1.52,9.92,8.44,3.51,-0.86,87.87,47.93,3.39,1.24
2006-05-20,1.7,12.58,11.54,6.42,2.77,89.72,41.13,2.35,0.85
2006-05-27,1.6,8.68,10.62,6.04,2.67,85.21,46.71,2.93,0.73
2006-06-03,1.44,14.06,8.65,3.72,0.21,89.19,45.34,2.66,0.85
2006-06-10,1.46,12.62,8.51,3.98,-0.07,90.64,45.11,3.26,0.83
2006-06-17,1.99,14.67,13.21,8.25,3.92,91.89,38.99,1.68,1.14
2006-06-24,1.5,10.89,9.46,5.03,1.26,86.98,49.23,2.32,1.3
2006-07-01,0.94,10.99,4.55,0.41,-2.85,75.28,36.91,2.68,1.41
2006-07-08,1.51,19.35,7.09,1.61,-3.43,73.09,22.1,-0.23,1.12
2006-07-15,2.37,20.25,13.65,6.9,1.35,84.43,24.63,1.88,1.03
2006-07-22,1.97,12.05,13.28,7.81,4.01,87.71,37.94,1.33,0.88
2006-07-29,1.69,13.08,10.99,6.3,2.45,81.57,46.24,3,0.93
2006-08-05,1.41,12.41,9.59,5.08,1.99,87.57,45.85,1.16,0.94
2006-08-12,1.98,14.27,12.89,7.6,3.45,83.24,35.83,2.03,0.69
2006-08-19,2.17,17.5,14.2,8.43,4.12,75.01,31.66,0.55,0.85
2006-08-26,1.9,12.6,12.53,7.23,3.15,87.59,41.24,2.58,1.02
2006-09-02,1.05,9.36,6.3,2.54,-0.39,83.89,48.69,3.4,0.89
2006-09-09,1.07,9.78,5.36,0.9,-2.13,79.81,43.61,2.71,0.93
2006-09-16,1,9.13,5.13,1.33,-1.79,88.22,56.76,2.73,0.95
2006-09-23,1.44,13.42,7.66,2.79,-1.25,86.99,42.43,2.64,1.04
2006-09-30,1.45,16.88,7.09,2.04,-2.5,80.31,31.54,2.28,1.16
2006-10-07,2.16,17.73,15.39,9.73,5.18,78.38,31.55,2.28,1.08
2006-10-14,1.65,13.43,10.94,5.89,2.18,81.24,39.71,3.84,0.78
2006-10-21,1.67,14.1,11.4,6.62,2.91,87.02,45.44,1.36,0.81
2006-10-28,1.66,12.13,11.56,7.15,3.72,89.32,47.27,0.7,0.81
2006-11-04,1.54,11.69,10.17,5.58,1.94,89.12,47.87,2.21,1.24
2006-11-11,1.81,16.02,13.04,7.55,3.18,71.25,31.76,2.1,0.82
2006-11-18,1.63,14.1,10.37,5.51,1.48,94.91,48.69,1.62,0.86
2006-11-25,1.73,12.98,13.16,8.5,4.36,90.89,50.33,2.25,1.05
2006-12-02,1.68,14.92,8.99,3.09,-2.23,73.2,16.51,-0.28,1.57
2006-12-09,1.77,14.76,12.66,7.1,2.07,53.33,11.68,-0.4,1.25
2006-12-16,1.69,12.84,12.2,7.1,3.16,88.42,44.69,1.83,1.05
2006-12-23,1.63,11.82,10.21,6.02,2.02,97.26,54.41,1.97,0.82
2006-12-30,1.77,14.43,16.24,10.15,6.45,64.59,20.71,0.12,0.9
2007-01-06,1.61,11.85,11.4,7.82,4.14,100.3,67.82,4.62,1
2007-01-13,1.69,13.52,13.45,8.21,4.37,87.9,38.5,1.34,0.75
2007-01-20,1.6,12.7,9.88,5.58,1.83,86.1,49.15,3.62,0.89
2007-01-27,1.65,13.95,13.41,8.11,5.16,64.2,27.25,0.45,0.74
2007-02-03,1.75,13.29,15.85,9.8,5.29,70.55,31.04,2.13,1.37
2007-02-10,1.65,12.77,11.84,7.29,3.43,86.26,35.51,1.99,1.1
2007-02-17,1.79,13.44,15.08,10.25,4.98,91.1,39.44,1.25,0.98
2007-02-24,1.73,12.87,14.58,10.82,6.98,85.31,44.29,1.35,1.2
2007-03-03,1.51,8.84,7.39,4.05,0.3,100.56,64.66,5.06,0.9
2007-03-10,1.79,16.17,14.76,9.1,4.73,63.94,30.07,0.73,1.16
2007-03-17,1.65,13.36,10.97,6.31,2.77,95.12,47.95,2.39,0.72
2007-03-24,1.67,14.31,11.82,7.13,3.43,95.8,40.05,3.73,0.84
2007-03-31,1.62,13.02,11.52,6.99,3.8,95.05,53.95,2.6,0.69
2007-04-07,1.82,14.21,13.2,8.2,4.32,89.41,38.64,1.99,1.1
2007-04-14,1.66,12.44,11.78,7.41,3.83,86.57,51.14,3.6,0.88
2007-04-21,2,16.76,15.73,9.49,5.22,75.28,29.65,0.86,0.92
2007-04-28,1.2,8.04,4.19,0.05,-3.11,88,57.05,4.4,0.87
2007-05-05,1.31,9.33,6.3,2.68,-0.45,94.71,51.09,4.02,0.43
2007-05-12,1.75,14.86,11.78,6.26,2.43,91.12,44.01,2.73,0.6
2007-05-19,2.34,19.36,17.06,10.36,5.34,83.15,29.36,0.25,0.78
2007-05-26,2.33,18.05,16.61,10.2,5.3,86.15,28.84,0.16,0.97
2007-06-02,2.24,17.52,15.93,9.58,5.24,80.07,26,-0.18,0.91
2007-06-09,1.53,9.43,9.69,4.86,1.31,91.05,48.2,2.61,0.76
2007-06-16,2.12,16.07,13.8,8.37,3.66,77.83,32.52,2.26,1.18
2007-06-23,2.02,17.11,12.06,6.03,1.04,86.89,33.27,2.66,0.9
2007-06-30,1.91,10.1,13.36,7.94,4.49,91.69,42.66,3.53,0.77
2007-07-07,0.9,5.57,5.84,2.36,-0.12,93.56,61.48,3.68,0.58
2007-07-14,1.6,11.45,10.7,6.16,2.65,86.09,45.53,2.23,0.89
2007-07-21,1.24,7.54,8.36,4.18,1.24,90,59.35,2.96,0.93
2007-07-28,1.67,13.66,11.01,6.53,2.74,90.99,46.94,1.77,1.24
2007-08-04,1.22,11.12,6.69,2.37,-1.49,90.42,51.53,3.69,1.23
2007-08-11,1.3,10.19,7.2,2.57,-1.49,86.11,46.05,2.99,1.27
2007-08-18,1.63,14.52,8.7,3.53,-1.24,83.67,40.11,2.76,1.25
2007-08-25,2.14,17.37,14,8.87,4.5,77.3,32.23,-0.73,1.53
2007-09-01,1.79,15.21,10.96,5.61,1.3,85.16,39.1,2.16,1.45
2007-09-08,1.64,17.89,8.27,2.39,-2.7,83.75,33.55,2.27,1.16
2007-09-15,1.39,12.2,8.61,3.91,0.42,86.95,44.32,3.38,1
2007-09-22,1.41,9.74,8.75,4.5,0.99,86.65,55.19,2.29,0.99
2007-09-29,1.24,9.82,6.45,2.73,-1.06,82.42,53.14,3.73,0.83
2007-10-06,1.53,10.76,9.33,4.58,0.88,83.31,45.25,2.25,0.94
2007-10-13,1.28,14.6,5.42,1.03,-3.17,76.67,36.55,1.96,1.49
2007-10-20,1.83,19.05,10.47,4.31,-0.95,86.82,27.14,1.35,1.07
2007-10-27,1.59,13.47,9.61,4.27,-0.16,83.73,41.16,2.95,0.94
2007-11-03,1.25,8.89,5.91,2.45,-0.46,91.03,61.27,4.27,0.73
2007-11-10,1.91,15.68,14.12,8.15,3.65,79.12,29.02,1.84,0.87
2007-11-17,1.77,16.8,11.71,5.44,0.88,83.68,31.9,0.45,0.98
2007-11-24,1.57,15.45,7.87,2.94,-1.4,70.91,24.69,1.71,1.4
2007-12-01,1.39,9.01,5.99,2.13,-1.12,91.74,56.47,2.14,0.88
2007-12-08,1.69,14.83,11.44,5.49,1.2,77.35,30.22,1.87,0.97
2007-12-15,1.6,14.28,8.24,3.31,-1.29,85.47,20.68,1.87,2.08
2007-12-22,1.46,14.66,3.6,-1.69,-6.5,73.99,25.84,0.34,1.56
2007-12-29,1.52,11.28,8.41,4.86,1.82,92.83,58.55,4.57,0.79
2008-01-05,1.64,14.82,10.27,4.68,0.24,81.87,31.71,0.31,1.3
2008-01-12,1.6,13.26,9.36,5.2,1,86.02,34.53,2.26,1.13
2008-01-19,1.58,13.1,7.95,3.69,-0.54,77.04,35.35,1,1.33
2008-01-26,1.61,13.14,10.63,5.84,2.51,65.39,31.72,1.38,0.92
2008-02-02,1.58,13.4,8.93,4.28,0.61,79.48,30.54,0.92,0.88
2008-02-09,1.55,13.02,6.95,1.5,-2.31,92.55,39.04,2.13,0.97
2008-02-16,1.5,12.01,6.24,2.62,-0.23,94.83,63.22,3.52,0.62
2008-02-23,1.53,11.48,8.8,5.06,2.45,103.24,66.58,4.81,0.52
2008-03-01,1.64,11.91,12.59,9.35,6.29,94.74,62.29,3.93,1.03
2008-03-08,1.83,14.31,15.59,10.69,5.32,72.56,28.8,0.91,1.6
2008-03-15,1.54,10.08,9.34,6.09,2.99,103.65,67.35,3.87,0.87
2008-03-22,1.68,15.54,11.94,6.18,2.07,76.27,33.09,2.21,1.1
2008-03-29,1.7,16.33,11.25,6.1,1.24,63.8,24.47,1.09,1.05
2008-04-05,1.86,16.14,15.2,9.63,5.43,73.05,32.66,0.81,0.93
2008-04-12,1.94,15.8,15.86,10.33,5.98,93.27,39.41,1.3,1.37
2008-04-19,1.37,7.74,7.18,3.75,0.64,97.71,69.43,3.19,1.53
2008-04-26,1.58,12.02,9.79,5.68,2.1,98.56,55.93,3.58,1.22
2008-05-03,1.23,9.7,3.56,-0.63,-4.71,86.15,43.48,3.48,1.05
2008-05-10,1.46,13.43,6.94,2.08,-2.22,87.99,42.24,1.83,1
2008-05-17,1.33,11.9,6.94,2.85,-0.48,78.98,43.3,2.58,1.42
2008-05-24,1.09,5.25,6.26,3.57,1.36,98.15,70.21,3.9,0.86
2008-05-31,1.15,6.89,6.29,2.59,0.09,97.86,59.27,3.84,1.1
2008-06-07,1.6,16.94,9.32,4.28,-0.06,77.64,35.43,1.76,1.1
2008-06-14,1.4,15.37,8.71,4.33,1.08,83.77,41.06,1.93,1.09
2008-06-21,1.77,18.29,10.6,4.97,0.52,82.55,32.8,1.86,1.04
2008-06-28,1.39,9.92,9.69,5.63,2.55,87.18,54.56,3.18,0.94
2008-07-05,1.08,8.32,7.8,4.1,1.91,93.98,60.66,2.53,0.87
2008-07-12,1.92,12.84,12.93,8.06,4.18,88.7,48.91,3.04,1.05
2008-07-19,1.16,8.91,8.24,4.24,1.6,91.37,56.53,3.29,0.69
2008-07-26,0.84,7.34,4.56,0.46,-2.26,87.14,50.63,2.97,0.93
2008-08-02,1.54,11.01,10.24,5.77,2.3,92.71,54.66,2.44,0.91
2008-08-09,2.1,13.69,13.16,7.5,3.11,91.42,44.81,3.25,1.03
2008-08-16,1.53,12.23,10.09,5.48,2.13,87.83,49.2,3.04,1.11
2008-08-23,1.33,12.33,8.5,3.91,0.71,90.52,50.54,2.63,1.13
2008-08-30,1.14,12.28,6.77,2.76,-0.78,90.87,58.66,3.06,1.08
2008-09-06,1.45,13.86,8.5,3.17,-0.53,78.44,38.39,2.07,0.95
2008-09-13,1.73,12.38,11.3,5.72,2.07,90.04,41.26,2.7,1.02
2008-09-20,1.89,16.44,10.89,5.69,0.44,89.67,40.61,2.16,1.2
2008-09-27,1.1,9.02,6.5,3.09,-0.12,88.22,55.48,3.11,1.25
2008-10-04,1.42,12.51,8.01,3.34,-0.74,88.53,47.77,2.47,1.03
2008-10-11,1.73,16.46,11.76,6.84,3.05,87.31,44.39,1.94,0.95
2008-10-18,1.5,9.95,9.82,5.93,2.61,91.67,62.27,2.39,1.21
2008-10-25,1.49,10.59,9.74,5.47,2.34,89.67,56.14,3.5,1.02
2008-11-01,1.49,15.98,6.76,1,-3.89,82.87,28.87,-0.4,1.21
2008-11-08,1.47,17.35,7.53,1.29,-2.57,83.61,33.42,0.52,1.12
2008-11-15,1.44,13.25,6.54,1.49,-2.76,86.41,47.59,2.95,1.23
2008-11-22,1.79,14.58,12.93,7.27,3.16,87.82,39.47,0.45,0.95
2008-11-29,1.72,13.51,12.16,7.48,3.41,90.77,46.26,1.02,1.04
2008-12-06,1.62,13.49,11.15,6.34,2.91,93.6,48.61,1.35,0.94
2008-12-13,1.45,9.4,8,4.48,1.5,101.49,67.22,4.43,1.15
2008-12-20,1.6,12.04,10.74,6.44,2.85,94.18,51.53,3.99,0.75
2008-12-27,1.54,12.62,9.45,5.27,1.73,93.7,49.41,3.65,0.99
2009-01-03,1.57,12.94,6.78,2.18,-2.55,76.83,27.55,2.3,1.84
2009-01-10,1.48,11.56,5.97,1.87,-1.46,93.3,55.85,5.01,0.92
2009-01-17,1.53,12.8,6.24,1.36,-2.5,93.87,50.67,2.26,0.96
2009-01-24,1.49,10.28,7.94,5.31,2.75,109.33,82.64,5.76,0.62
2009-01-31,1.68,12.12,11.8,7.24,2.62,98.67,56.72,3.9,1.38
2009-02-07,1.58,13.49,8.75,2.39,-2.09,87.63,34.25,0.78,1.36
2009-02-14,1.65,13.42,10.25,3.8,0.04,87.05,32.04,2.13,0.87
2009-02-21,1.53,13.28,7.16,1.79,-1.77,80.26,36.51,2.06,0.88
2009-02-28,1.59,13.56,9.71,4.45,0.65,78.1,36.87,1.99,1.09
2009-03-07,1.61,11.42,10.46,6.32,3.09,104.02,62.15,4.73,0.77
2009-03-14,1.57,12.22,8.74,4.49,0.92,99.13,53.52,2.74,0.99
2009-03-21,1.57,12.27,9.59,4.89,1.68,104.51,61.92,4.13,0.8
2009-03-28,1.5,10,7.73,4.73,1.4,98.84,65.09,4.6,0.96
2009-04-04,1.38,13.51,4.12,-1.13,-6.2,75.8,36.47,1.68,1.52
2009-04-11,1.52,15.57,7.67,2.45,-2.43,73.05,34.37,1,1.39
2009-04-18,1.57,12.85,10.89,7.18,4.22,90.56,55.7,3.21,1.27
2009-04-25,1.57,12.87,8.91,4.26,0.07,95,43.71,3.94,1.14
2009-05-02,1.7,16.78,10.6,5.35,0.63,80.28,33.08,0.86,1.23
2009-05-09,1.39,15.85,6.01,1.4,-3.38,78.86,31.19,1.75,1.75
2009-05-16,1.38,10.52,8.04,4.17,1.38,100.99,59.81,4.54,1.06
2009-05-23,1.71,12.48,12.44,7.86,4.73,85.41,43.73,2.28,0.7
2009-05-30,1.92,18.06,13.57,8.13,4.04,82.87,32.36,0.25,0.89
2009-06-06,1.5,8.97,9.76,5.15,2.02,93,51.41,3.62,0.75
2009-06-13,1.13,9.41,6.22,2.31,-0.55,90.07,53.29,4.13,0.9
2009-06-20,1.66,17.07,9.81,4.85,0.54,75.91,33.06,0.91,1.06
2009-06-27,2.09,17.61,13.6,7.62,3.03,90.98,38.66,1.73,0.89
2009-07-04,2.03,14.46,13.71,8.27,4.02,91.03,45.41,0.37,0.8
2009-07-11,2.52,17.25,16.22,9.94,4.83,88.83,29.81,2.04,1.14
2009-07-18,1.6,16.44,8.11,3.49,-1.65,77.99,39.05,1.76,1.23
2009-07-25,1.24,11.02,7.97,3.68,0.65,90.37,51.81,2.34,1.38
2009-08-01,2.05,19.18,12.09,6.02,1.05,84.86,33.35,2.72,1.33
2009-08-08,1.14,12.78,6.45,2.18,-1.49,80.14,41.94,3.28,1.41
2009-08-15,1.24,10.4,8.98,4.87,2.22,86.57,47.81,1.94,0.83
2009-08-22,1.33,10.7,8.66,4.57,1.22,87.26,47.63,2.37,0.81
2009-08-29,1.55,14.1,9.22,4.28,0.24,90.24,47.97,1.61,1.02
2009-09-05,1.56,13.92,9.02,4.36,-0.01,91.58,51.38,3.53,1.2
2009-09-12,1.97,20.09,11.4,6.04,1,89.73,37.53,2.21,1.28
2009-09-19,1.44,10.94,9.14,4.78,1.17,89.04,47.97,2.9,1.02
2009-09-26,1.54,14.79,10.52,5.81,2.62,91.81,43.75,2.82,0.87
2009-10-03,2.03,17.47,13.23,7.49,3.04,88.38,37.45,2.36,0.99
2009-10-10,1.95,16.61,12.8,7.26,2.9,82.93,35.57,1.63,1.14
2009-10-17,1.83,13.62,11.93,6.75,2.38,82.88,43.82,0.61,1.05
2009-10-24,1.56,13.77,9.46,4.33,0.05,78.67,37.12,2.29,0.99
2009-10-31,1.31,7.66,7.27,3.48,0.45,82.1,53.85,3.87,0.85
2009-11-07,1.62,12.1,11.57,7,3.81,86.45,49.16,1.08,0.87
2009-11-14,1.72,13.44,12.99,8.03,4.81,82.61,40.13,1.21,0.93
2009-11-21,1.88,17.14,13.11,7.05,2.52,80.26,31.45,0.34,1
2009-11-28,1.51,12.36,8,3.98,0.05,79.11,37.76,3.57,1.42
2009-12-05,1.47,13.59,5.3,-1.16,-6.23,69.91,23.84,0.93,1.26
2009-12-12,1.7,13.64,11.11,5.64,1.16,78.03,35.61,3.42,1.05
2009-12-19,1.66,13.42,9.2,3.66,-1.02,83.77,29.79,3.23,0.95
2009-12-26,1.48,12.36,6.44,1.61,-1.8,90.33,44.39,2.09,0.82
2010-01-02,1.66,13.05,11.68,6.28,2.31,90.27,47.12,0.01,1.09
2010-01-09,1.82,15.5,15.83,9.81,4.69,73.55,22.13,0.24,1.08
2010-01-16,1.6,11.28,9.42,4.98,1.42,104.16,66.13,4.71,0.96
2010-01-23,1.6,12.52,9.33,4.26,0.47,95.73,52.24,3.48,0.83
2010-01-30,1.53,13.46,6.05,1.25,-2.71,91.47,47.64,1.34,1.08
2010-02-06,1.44,12.66,2.67,-2.38,-6.61,94.24,52.15,4.49,0.87
2010-02-13,1.59,12.7,8.95,4.25,0.36,89.05,47.96,4.3,1
2010-02-20,1.55,10.02,8.75,7.3,4.79,114.55,84.04,2.91,1.07
2010-02-27,1.52,13.2,6.34,1.45,-2.86,90.83,48.08,2.17,1.08
2010-03-06,1.52,11.21,7.33,2.99,-0.01,103.82,65.72,3.93,0.57
2010-03-13,1.61,14.97,10.39,4.01,0,81.31,37.43,0.84,0.9
2010-03-20,1.64,13.92,10.59,4.55,0.27,76.85,33.95,0.91,0.97
2010-03-27,1.44,14.16,4.72,-0.2,-4.47,82.51,34.78,2.21,1.2
2010-04-03,1.45,10.92,6.74,2.97,-0.3,89.41,52.38,3.07,1.02
2010-04-10,1.53,13.81,8.04,2.93,-0.86,96.52,51.76,1.78,0.92
2010-04-17,1.45,8.08,8.23,4.05,1.23,104.19,68.52,4.08,1
2010-04-24,1.63,11.58,10.64,5.69,1.71,95.13,39.7,3.07,1.2
2010-05-01,1.23,13.18,2.55,-2.41,-7.1,83.14,40.85,2.48,1.04
2010-05-08,1.52,15.38,7.7,2.28,-2.58,75.85,32.36,0.86,1.27
2010-05-15,1.73,11.48,12.59,7.35,4.29,100,53.48,0.8,0.81
2010-05-22,1.27,7.91,6.9,3.99,0.84,95.54,64.74,3.69,1.18
2010-05-29,1.64,15.97,9.43,3.76,-1.01,88.12,41.16,1.37,1.2
2010-06-05,1.51,14.89,8.41,3.5,-0.44,80.15,33.21,1.28,1.04
2010-06-12,1.7,15.42,10.63,5.87,1.63,80.15,36.13,2.04,1.21
2010-06-19,1.97,16.27,12.97,7.35,2.97,88.21,39.29,2.14,0.84
2010-06-26,1.28,6.58,8.28,4.88,1.9,91.05,67.34,4.17,0.96
2010-07-03,1.01,8.6,6.84,3.15,1.14,93.98,66.28,1.71,0.99
2010-07-10,1.31,15.35,6.84,2.37,-1.56,78.89,36.41,1.18,1.27
2010-07-17,1.91,16.07,11.46,5.87,1.06,78.55,36.66,1.56,1.15
2010-07-24,1.21,11.11,7.3,3.36,-0.15,82.85,48.62,2.29,1.23
2010-07-31,2.07,14.7,12.97,7.63,2.95,83.66,41.53,0.53,0.92
2010-08-07,1.2,8.8,8.98,5.2,2.36,87.86,61.92,3.14,0.97
2010-08-14,0.97,12.75,4.38,-0.09,-3.96,81.71,49.51,3.42,1.06
2010-08-21,1.97,21.47,12.32,6.48,2.18,79.85,29.1,-0.24,1.12
2010-08-28,2.05,18.13,12.87,7.43,2.95,79.83,33.48,-0.9,1.17
2010-09-04,2.45,15.69,16.23,10.05,5.64,82.52,33.69,-0.24,1.09
2010-09-11,1.86,11.71,12.43,7.54,3.8,85.01,43.95,1.61,1.13
2010-09-18,1.25,13.56,6.41,1.94,-1.89,74.87,41.53,2.69,1.26
2010-09-25,1.38,15,7.63,2.87,-1.42,87.32,43.83,2.49,1.21
2010-10-02,1.35,11.88,7.93,3.44,-0.25,87.67,49.47,2.67,1.02
2010-10-09,1.07,10.5,6.48,2.72,-0.19,90.22,57.48,3.44,1.18
2010-10-16,1.84,16.84,12.76,7.8,4,87.56,46.57,0.17,1.21
2010-10-23,1.51,15.68,6.92,1.82,-3.38,82.88,35.11,2.18,1.65
2010-10-30,1.18,9.18,7.09,3.21,0.53,91.67,58.41,2.94,1.05
2010-11-06,1.61,14.11,9.57,4.15,0.18,86.53,40.85,2.74,1.18
2010-11-13,1.57,13.5,10.21,5.41,1.82,85.45,47.44,3.17,1.14
2010-11-20,1.36,11.32,6.43,2.23,-1.08,87.61,46.42,4.27,1.26
2010-11-27,1.54,10.62,9.64,5.41,2.01,90.55,53.3,2,0.84
2010-12-04,1.6,14.12,9.93,4.61,0.73,83.82,41.9,0.64,1.02
2010-12-11,1.46,13.09,6.42,1.41,-2.07,84.34,38.55,3.29,1.06
2010-12-18,1.36,10.3,4.36,-0.19,-3.89,85.6,51.75,3.92,0.92
2010-12-25,1.59,12.52,10.34,4.66,1.01,94.35,52.51,3.94,1.1
2011-01-01,1.55,11.86,7.84,4.04,-0.05,90.18,55.53,2.67,1.12
2011-01-08,1.57,10.9,8.97,5.44,1.9,99.7,69.98,4.14,0.82
2011-01-15,1.46,12.01,5.87,1.42,-1.99,91.98,53.41,3.61,0.86
2011-01-22,1.44,11.49,3.04,-0.86,-4.89,95.87,51.28,3.7,1.35
2011-01-29,1.51,10.96,5.32,1.71,-1.87,98.61,69.77,3.66,0.86
2011-02-05,1.48,13.31,3.23,-1.54,-6.66,72.21,29.55,1,1.73
2011-02-12,1.47,11.33,3.96,0.6,-2.81,101.24,62.44,5.46,0.82
2011-02-19,1.6,13.83,9.28,4.13,1.04,91.84,50.18,0.45,0.79
2011-02-26,1.65,13.45,10.15,5.8,2.09,74.55,38.04,2.13,0.97
2011-03-05,1.53,13.17,6.65,1.05,-3.17,80.12,43.94,1.68,0.8
2011-03-12,1.56,11.46,10.93,8.2,5.21,101.1,74.15,3.09,0.81
2011-03-19,1.66,12.94,11.59,7.78,4,74.88,38.15,1.25,1.17
2011-03-26,1.5,13.99,7.23,1.98,-1.85,79.25,37.64,0.91,1.01
2011-04-02,1.65,14.56,10.92,5.5,1.31,66.25,29.42,0.73,0.99
2011-04-09,1.94,15.67,18.27,12.3,8.11,55.41,23.09,0.42,1.2
2011-04-16,1.5,9.05,9.31,6.46,3.94,102.52,70.76,3.61,0.98
